i,loss,similarity
0,88.86480712890625,0.3867499828338623
10,87.40596008300781,0.37849998474121094
20,84.96954345703125,0.41474997997283936
30,83.52408599853516,0.41324999928474426
40,80.15802764892578,0.42475003004074097
50,74.23889923095703,0.44349998235702515
60,68.29542541503906,0.4712499976158142
70,61.746429443359375,0.5232500433921814
80,56.95679473876953,0.5740000009536743
90,57.2039909362793,0.5852499604225159
100,55.85783386230469,0.5862500071525574
110,55.81810760498047,0.5929999947547913
120,54.12395477294922,0.5740000605583191
130,55.3998908996582,0.5814999938011169
140,54.8812370300293,0.6000000238418579
150,50.256744384765625,0.5987500548362732
160,52.77242660522461,0.5835000276565552
170,56.870452880859375,0.6079999804496765
180,52.589088439941406,0.6102499961853027
190,53.371849060058594,0.5837500095367432
200,54.97818374633789,0.5742499828338623
210,52.435523986816406,0.5612499713897705
220,49.733943939208984,0.5795000195503235
230,52.368927001953125,0.5772500038146973
240,50.234100341796875,0.5737500190734863
250,50.05924606323242,0.5877499580383301
260,52.08278274536133,0.5889999866485596
270,51.58822250366211,0.5737500190734863
280,49.834407806396484,0.578999936580658
290,49.67755889892578,0.5687500238418579
300,49.82896041870117,0.5712500214576721
310,49.195133209228516,0.5725000500679016
320,47.8104248046875,0.5672500133514404
330,50.73104476928711,0.5665000081062317
340,49.87175750732422,0.5517500042915344
350,49.38328170776367,0.5770000219345093
360,52.279510498046875,0.565250039100647
370,48.69071960449219,0.531749963760376
380,48.48487854003906,0.5385000109672546
390,48.06180953979492,0.5255000591278076
400,48.041507720947266,0.5235000252723694
410,48.009742736816406,0.5257499814033508
420,49.16850280761719,0.5012500286102295
430,45.81997299194336,0.5295000076293945
440,48.53700637817383,0.5220000147819519
450,49.78315734863281,0.5404999256134033
460,49.220157623291016,0.5209999680519104
470,46.95310592651367,0.515999972820282
480,49.14215850830078,0.5077500343322754
490,48.1247673034668,0.4909999370574951
500,47.22737121582031,0.49900001287460327
510,48.48453903198242,0.49150002002716064
520,45.92696762084961,0.4834999740123749
530,47.78256607055664,0.5010000467300415
540,48.555023193359375,0.4752500057220459
550,49.176513671875,0.4855000376701355
560,48.456180572509766,0.4729999899864197
570,45.1443977355957,0.4749999940395355
580,45.6583137512207,0.4762499928474426
590,46.90044403076172,0.4567500352859497
600,47.47023010253906,0.45899999141693115
610,47.6781120300293,0.4625000059604645
620,44.071224212646484,0.4547499716281891
630,44.4468879699707,0.4684999883174896
640,46.37645721435547,0.45075005292892456
650,45.40727996826172,0.45725002884864807
660,45.036231994628906,0.4567500054836273
670,46.6466064453125,0.4425000250339508
680,44.086944580078125,0.46399998664855957
690,46.95022201538086,0.4332500100135803
700,45.946434020996094,0.4320000112056732
710,40.4677848815918,0.43574997782707214
720,48.172550201416016,0.43275001645088196
730,43.49458694458008,0.4297500252723694
740,45.802310943603516,0.4309999942779541
750,44.13471603393555,0.4247499704360962
760,44.12205123901367,0.4257500171661377
770,46.634735107421875,0.4169999659061432
780,46.88669967651367,0.43549996614456177
790,45.7359733581543,0.4284999966621399
800,44.70011520385742,0.4167500436306
810,45.47906494140625,0.4169999659061432
820,44.91709518432617,0.4192499816417694
830,44.31331253051758,0.42500001192092896
840,46.50749206542969,0.42750000953674316
850,43.04031753540039,0.4399999976158142
860,44.53511428833008,0.4259999990463257
870,46.048614501953125,0.4152500033378601
880,44.60266876220703,0.42124998569488525
890,46.2082405090332,0.4414999783039093
900,43.39296340942383,0.42350003123283386
910,38.62233352661133,0.4207500219345093
920,45.77217483520508,0.4114999771118164
930,43.3418083190918,0.4192499816417694
940,43.138916015625,0.40674999356269836
950,42.1884765625,0.4177500009536743
960,42.5035400390625,0.41850003600120544
970,44.36780548095703,0.4072500169277191
980,42.79273223876953,0.4112499952316284
990,42.20541000366211,0.40125003457069397
1000,42.66420364379883,0.39650002121925354
1010,44.192237854003906,0.39799994230270386
1020,42.07615661621094,0.4089999794960022
1030,40.036865234375,0.4102499783039093
1040,42.37958526611328,0.3830000162124634
1050,40.99855041503906,0.39899998903274536
1060,43.78129196166992,0.40950000286102295
1070,44.57184600830078,0.4052499830722809
1080,40.348419189453125,0.41725003719329834
1090,43.84455108642578,0.39774999022483826
1100,38.904632568359375,0.40474995970726013
1110,40.4417839050293,0.40800002217292786
1120,42.21525192260742,0.40675002336502075
1130,39.45933532714844,0.4020000100135803
1140,41.353729248046875,0.41449999809265137
1150,39.769798278808594,0.40049999952316284
1160,40.64897918701172,0.4142500162124634
1170,40.05317306518555,0.3949999511241913
1180,43.06527328491211,0.4099999964237213
1190,36.79790496826172,0.40424999594688416
1200,43.586734771728516,0.3904999792575836
1210,41.995147705078125,0.398000031709671
1220,39.74628448486328,0.3970000445842743
1230,43.53068161010742,0.37825000286102295
1240,40.41830062866211,0.41749998927116394
1250,39.70195007324219,0.39375004172325134
1260,37.540771484375,0.39899998903274536
1270,38.71294403076172,0.4114999771118164
1280,39.251121520996094,0.3882499933242798
1290,38.84310531616211,0.39375001192092896
1300,41.38282012939453,0.4099999964237213
1310,41.051666259765625,0.40149998664855957
1320,40.08026123046875,0.39125001430511475
1330,44.263553619384766,0.4132499694824219
1340,41.49357604980469,0.3907500207424164
1350,42.18273162841797,0.4037500023841858
1360,40.22055435180664,0.3867499828338623
1370,39.322689056396484,0.4010000228881836
1380,38.843727111816406,0.39500001072883606
1390,37.22203063964844,0.40450000762939453
1400,41.77623748779297,0.4074999988079071
1410,37.89474105834961,0.4037500023841858
1420,37.28737258911133,0.38449999690055847
1430,37.232879638671875,0.4092499911785126
1440,40.18346405029297,0.38999998569488525
1450,37.09302520751953,0.4020000100135803
1460,37.702239990234375,0.3942500054836273
1470,40.792457580566406,0.40549999475479126
1480,36.88606262207031,0.39650002121925354
1490,36.39225769042969,0.39525002241134644
1500,37.706233978271484,0.4114999771118164
1510,38.62989807128906,0.40949997305870056
1520,40.90376663208008,0.41050001978874207
1530,39.44630813598633,0.40525001287460327
1540,38.620147705078125,0.40174996852874756
1550,40.62120056152344,0.4132499694824219
1560,37.75358200073242,0.4059999883174896
1570,38.13666534423828,0.41099998354911804
1580,38.12339401245117,0.4047499895095825
1590,37.39699172973633,0.40174999833106995
1600,37.39996337890625,0.4090000092983246
1610,42.28681564331055,0.42249995470046997
1620,34.293121337890625,0.38999998569488525
1630,37.14875793457031,0.41124996542930603
1640,38.089786529541016,0.4012500047683716
1650,39.53572082519531,0.40925002098083496
1660,38.36488723754883,0.40825000405311584
1670,37.81087112426758,0.4050000011920929
1680,37.08190155029297,0.40299999713897705
1690,37.356754302978516,0.4022499918937683
1700,35.12689971923828,0.4090000092983246
1710,39.5018424987793,0.40150001645088196
1720,34.86954879760742,0.4032500088214874
1730,36.42401885986328,0.39274996519088745
1740,36.39763641357422,0.4037500023841858
1750,34.667057037353516,0.39500001072883606
1760,38.92811584472656,0.4020000100135803
1770,37.55289840698242,0.40625
1780,33.69984817504883,0.4129999876022339
1790,37.761810302734375,0.4137499928474426
1800,38.36181640625,0.40724998712539673
1810,37.13542175292969,0.4039999842643738
1820,36.96797561645508,0.4065000116825104
1830,34.068355560302734,0.40199998021125793
1840,34.881935119628906,0.406000018119812
1850,35.70813751220703,0.3824999928474426
1860,35.694000244140625,0.3934999704360962
1870,36.50843811035156,0.39125001430511475
1880,36.44160079956055,0.38624998927116394
1890,33.459999084472656,0.4152499735355377
1900,36.29621124267578,0.38999995589256287
1910,36.13399124145508,0.40849998593330383
1920,34.55681610107422,0.40625
1930,36.98481369018555,0.4022499918937683
1940,37.32014465332031,0.4047499895095825
1950,35.2385139465332,0.41850003600120544
1960,35.35017013549805,0.43300002813339233
1970,37.693511962890625,0.42899999022483826
1980,34.67910385131836,0.41574999690055847
1990,33.49666213989258,0.4312500059604645
2000,33.39036560058594,0.4074999690055847
2010,35.38988494873047,0.43025001883506775
2020,36.24394226074219,0.42924994230270386
2030,33.40498733520508,0.41225001215934753
2040,33.62784194946289,0.4182499647140503
2050,37.57453155517578,0.4127499759197235
2060,35.61991882324219,0.07100000232458115
2070,37.80106735229492,0.42774999141693115
2080,31.67963218688965,0.421500027179718
2090,34.81342315673828,0.4192499816417694
2100,34.78650665283203,0.3617500066757202
2110,34.98992919921875,0.41899996995925903
2120,32.009830474853516,0.4025000035762787
2130,31.35674476623535,0.41324999928474426
2140,32.45651626586914,0.4207500219345093
2150,35.540584564208984,0.07125000655651093
2160,35.39017868041992,0.43400001525878906
2170,33.75130081176758,0.40424999594688416
2180,31.8384952545166,0.40674999356269836
2190,31.633291244506836,0.39899998903274536
2200,33.73455810546875,0.4072500169277191
2210,34.76301956176758,0.3815000057220459
2220,34.93882369995117,0.125
2230,33.14694595336914,0.39274996519088745
2240,33.45381164550781,0.40700000524520874
2250,35.01105499267578,0.07074999809265137
2260,33.988834381103516,0.43449997901916504
2270,34.30427551269531,0.41624999046325684
2280,31.160818099975586,0.40849998593330383
2290,35.6744270324707,0.41324999928474426
2300,33.96845245361328,0.06475000083446503
2310,33.73966598510742,0.44699999690055847
2320,34.05373001098633,0.40424999594688416
2330,30.091373443603516,0.3890000283718109
2340,33.43290328979492,0.4024999737739563
2350,33.175750732421875,0.40450000762939453
2360,33.09116744995117,0.39625000953674316
2370,33.04050064086914,0.4154999852180481
2380,31.683122634887695,0.39500001072883606
2390,32.78422546386719,0.41850003600120544
2400,32.4630012512207,0.39649999141693115
2410,32.33460235595703,0.40700000524520874
2420,33.69642639160156,0.4124999940395355
2430,32.05918884277344,0.44599997997283936
2440,35.16850662231445,0.40824997425079346
2450,34.30698776245117,0.08525000512599945
2460,31.36985206604004,0.41324999928474426
2470,32.746192932128906,0.06475000083446503
2480,34.100528717041016,0.43299999833106995
2490,34.82716751098633,0.4142500162124634
2500,32.824745178222656,0.06724999099969864
2510,35.672515869140625,0.06975000351667404
2520,33.21509552001953,0.06450000405311584
2530,33.758575439453125,0.061500005424022675
2540,32.35143280029297,0.0690000057220459
2550,37.2923469543457,0.06475000083446503
2560,31.840970993041992,0.06875000149011612
2570,31.9405460357666,0.06075000390410423
2580,30.78973388671875,0.06925000250339508
2590,32.7532958984375,0.42549994587898254
2600,33.576393127441406,0.06325000524520874
2610,32.68944549560547,0.06175000220537186
2620,29.634550094604492,0.4429999887943268
2630,35.04470443725586,0.06925000250339508
2640,30.06976890563965,0.43699997663497925
2650,34.75655746459961,0.07050000131130219
2660,33.01642990112305,0.05849999934434891
2670,30.714920043945312,0.4469999670982361
2680,33.01341247558594,0.06300000101327896
2690,32.84556198120117,0.06449999660253525
2700,30.689525604248047,0.07225000113248825
2710,30.996192932128906,0.06575000286102295
2720,33.75684356689453,0.0677500069141388
2730,30.08026123046875,0.0637499988079071
2740,34.44438934326172,0.45949995517730713
2750,31.486263275146484,0.0677499994635582
2760,32.90028381347656,0.07225000113248825
2770,33.58701705932617,0.06700000166893005
2780,34.2638053894043,0.06674999743700027
2790,34.19588088989258,0.06875000149011612
2800,32.66173553466797,0.0637499988079071
2810,32.74532699584961,0.06574999541044235
2820,32.620906829833984,0.06175000220537186
2830,29.551340103149414,0.07125000655651093
2840,32.295127868652344,0.07325000315904617
2850,31.346281051635742,0.06575000286102295
2860,31.9209041595459,0.06149999797344208
2870,33.41248321533203,0.06024999916553497
2880,32.49269104003906,0.061000000685453415
2890,31.925315856933594,0.06324999034404755
2900,29.463436126708984,0.06199999898672104
2910,34.33976745605469,0.06449999660253525
2920,32.60907745361328,0.06949999928474426
2930,30.74302101135254,0.06100000441074371
2940,30.193283081054688,0.06574999541044235
2950,30.570552825927734,0.061500005424022675
2960,32.572509765625,0.07125000655651093
2970,32.70757293701172,0.06675000488758087
2980,32.084747314453125,0.06674999743700027
2990,31.337736129760742,0.0650000050663948
3000,31.173002243041992,0.06849999725818634
3010,31.84622573852539,0.06825000047683716
3020,30.519577026367188,0.06850000470876694
3030,33.468605041503906,0.06624999642372131
3040,33.19612503051758,0.06650000065565109
3050,30.162586212158203,0.06724999845027924
3060,29.991416931152344,0.061000000685453415
3070,31.591575622558594,0.06525000184774399
3080,32.0163688659668,0.06700000166893005
3090,28.909528732299805,0.06700000166893005
3100,29.98781967163086,0.0625
3110,32.37409973144531,0.0625
3120,30.586898803710938,0.06925000995397568
3130,31.965837478637695,0.06350000202655792
3140,29.249881744384766,0.06925000250339508
3150,31.872482299804688,0.05900000035762787
3160,31.84467124938965,0.06175000220537186
3170,31.593994140625,0.0677500069141388
3180,29.160892486572266,0.06449999660253525
3190,33.91706466674805,0.06325000524520874
3200,31.277620315551758,0.060499995946884155
3210,30.97622299194336,0.06599999964237213
3220,29.640268325805664,0.06275000423192978
3230,30.7298641204834,0.06625000387430191
3240,32.16688919067383,0.06675000488758087
3250,29.858047485351562,0.06175000220537186
3260,32.534122467041016,0.06050000339746475
3270,30.394569396972656,0.061250001192092896
3280,29.40415382385254,0.0689999982714653
3290,31.169795989990234,0.06324999779462814
3300,30.4017276763916,0.06599999964237213
3310,31.21474266052246,0.0689999982714653
3320,29.281293869018555,0.06800000369548798
3330,31.14984130859375,0.07000000774860382
3340,30.657987594604492,0.06650000810623169
3350,30.774953842163086,0.06575000286102295
3360,28.466617584228516,0.06750000268220901
3370,30.48044204711914,0.06400000303983688
3380,30.70973777770996,0.06449999660253525
3390,29.259492874145508,0.06350000947713852
3400,30.12826156616211,0.06524999439716339
3410,29.10732078552246,0.06700000166893005
3420,27.046892166137695,0.06424999982118607
3430,30.286964416503906,0.06450000405311584
3440,27.959211349487305,0.06799999624490738
3450,31.78799819946289,0.0689999982714653
3460,30.44052505493164,0.06024999916553497
3470,31.590320587158203,0.06300000101327896
3480,30.071096420288086,0.061500001698732376
3490,30.580129623413086,0.06850000470876694
3500,31.308454513549805,0.06450000405311584
3510,30.23892593383789,0.06450000405311584
3520,31.67195701599121,0.06100000441074371
3530,32.52918243408203,0.06800000369548798
3540,29.872425079345703,0.06925000250339508
3550,26.862382888793945,0.06175000220537186
3560,30.56351661682129,0.0625000074505806
3570,29.196353912353516,0.06800000369548798
3580,31.91532325744629,0.06575000286102295
3590,29.11326026916504,0.07124999910593033
3600,28.921463012695312,0.06574999541044235
3610,29.423269271850586,0.06725000590085983
3620,31.5570125579834,0.06100000441074371
3630,31.935413360595703,0.06675000488758087
3640,30.21188735961914,0.06700000166893005
3650,28.913963317871094,0.06499999761581421
3660,27.8984432220459,0.06174999848008156
3670,29.733776092529297,0.06700000911951065
3680,30.667407989501953,0.061250001192092896
3690,30.991439819335938,0.06624999642372131
3700,30.25747299194336,0.06450000405311584
3710,29.53645896911621,0.06050000339746475
3720,30.034175872802734,0.06825000047683716
3730,29.06328773498535,0.0612499937415123
3740,28.360305786132812,0.06300000101327896
3750,28.894094467163086,0.06624999642372131
3760,28.073596954345703,0.05849999934434891
3770,30.307138442993164,0.05824999883770943
3780,30.036489486694336,0.06350000202655792
3790,26.443065643310547,0.06000000610947609
3800,31.448612213134766,0.06350000202655792
3810,29.27474021911621,0.06475000083446503
3820,30.27141761779785,0.05949999764561653
3830,31.396451950073242,0.06724999845027924
3840,29.614397048950195,0.05700000748038292
3850,29.273164749145508,0.06525000184774399
3860,28.057024002075195,0.057500001043081284
3870,29.82242774963379,0.06199999898672104
3880,30.2419490814209,0.06350000202655792
3890,29.55499839782715,0.06025000661611557
3900,29.17721939086914,0.06324999779462814
3910,29.1273250579834,0.06525000184774399
3920,28.81203842163086,0.06224999949336052
3930,30.811767578125,0.06400000303983688
3940,29.74678611755371,0.06324999779462814
3950,30.019973754882812,0.06175000220537186
3960,27.497657775878906,0.0625
3970,29.30000877380371,0.06324999779462814
3980,30.115234375,0.06325000524520874
3990,30.692672729492188,0.06300000846385956
4000,30.168216705322266,0.06449999660253525
4010,29.527843475341797,0.06275000423192978
4020,27.805126190185547,0.06525000184774399
4030,28.553207397460938,0.05775000527501106
4040,28.81875991821289,0.05675000324845314
4050,28.247596740722656,0.06350000202655792
4060,29.453197479248047,0.06350000202655792
4070,28.559579849243164,0.05650000274181366
4080,28.572574615478516,0.06450000405311584
4090,28.412471771240234,0.06650000810623169
4100,29.155818939208984,0.06075000390410423
4110,29.68869972229004,0.05649999529123306
4120,27.849681854248047,0.05974999815225601
4130,28.00986099243164,0.06400000303983688
4140,28.46109390258789,0.06425000727176666
4150,28.621931076049805,0.06300000101327896
4160,28.86264991760254,0.06849999725818634
4170,29.004465103149414,0.061250004917383194
4180,27.21665382385254,0.0637499988079071
4190,29.327043533325195,0.06450000405311584
4200,30.848005294799805,0.06324999779462814
4210,28.718570709228516,0.06100000441074371
4220,28.67482566833496,0.06149999797344208
4230,28.64447021484375,0.06050000712275505
4240,27.589365005493164,0.0664999932050705
4250,28.361961364746094,0.05624999850988388
4260,27.079952239990234,0.06475000083446503
4270,28.033720016479492,0.06625001132488251
4280,28.935537338256836,0.06525000184774399
4290,28.84218978881836,0.07249999791383743
4300,28.932601928710938,0.0650000050663948
4310,29.114961624145508,0.06149999797344208
4320,29.5439395904541,0.06199999898672104
4330,28.298072814941406,0.06324999779462814
4340,30.248140335083008,0.06224999949336052
4350,26.658374786376953,0.070250004529953
4360,28.695039749145508,0.06424999982118607
4370,26.400983810424805,0.06499999761581421
4380,27.760515213012695,0.05925000086426735
4390,29.193941116333008,0.05900000408291817
